id,userId,rating,classExamId
78,6fdca44c-8c28-473b-9dc3-08d46245c6c3,207,1190
79,b8cc3059-09ab-448f-b158-77d6c08f07b6,232,1191
80,b8cc3059-09ab-448f-b158-77d6c08f07b6,236,1192
81,b8cc3059-09ab-448f-b158-77d6c08f07b6,237,1193
82,b8cc3059-09ab-448f-b158-77d6c08f07b6,221,1194
83,9dd548cd-16c1-4a3e-afe1-77122e8423ae,197,1195
84,9dd548cd-16c1-4a3e-afe1-77122e8423ae,196,1196
85,9dd548cd-16c1-4a3e-afe1-77122e8423ae,193,1197
86,9dd548cd-16c1-4a3e-afe1-77122e8423ae,205,1198
87,9dd548cd-16c1-4a3e-afe1-77122e8423ae,211,1199
88,f8a82e2b-675d-46f3-8363-ea897e185241,162,1200
89,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,203,1201
90,f8a82e2b-675d-46f3-8363-ea897e185241,171,1203
91,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,216,1202
92,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,199,1204
93,f8a82e2b-675d-46f3-8363-ea897e185241,167,1205
94,f8a82e2b-675d-46f3-8363-ea897e185241,173,1206
95,f8a82e2b-675d-46f3-8363-ea897e185241,175,1207
96,f8a82e2b-675d-46f3-8363-ea897e185241,176,1208
97,f8a82e2b-675d-46f3-8363-ea897e185241,172,1209
98,f8a82e2b-675d-46f3-8363-ea897e185241,177,1210
99,f8a82e2b-675d-46f3-8363-ea897e185241,183,1211
100,f8a82e2b-675d-46f3-8363-ea897e185241,199,1212
101,f8a82e2b-675d-46f3-8363-ea897e185241,205,1213
102,f8a82e2b-675d-46f3-8363-ea897e185241,202,1214
103,f8a82e2b-675d-46f3-8363-ea897e185241,204,1215
104,f8a82e2b-675d-46f3-8363-ea897e185241,201,1216
105,9b7d6e2f-3974-4762-8735-621e43032e71,204,1220
106,648d4601-1c87-46b1-a2eb-b47244eb3c7d,207,1219
109,648d4601-1c87-46b1-a2eb-b47244eb3c7d,208,1221
110,14a3f034-fe96-4270-819e-0124166b90a8,204,1223
111,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,1222
112,14a3f034-fe96-4270-819e-0124166b90a8,201,1224
113,f8a82e2b-675d-46f3-8363-ea897e185241,202,1226
114,f8a82e2b-675d-46f3-8363-ea897e185241,208,1227
115,f8a82e2b-675d-46f3-8363-ea897e185241,210,1229
116,14a3f034-fe96-4270-819e-0124166b90a8,202,1228
117,14a3f034-fe96-4270-819e-0124166b90a8,208,1231
118,4303747d-e8f0-4966-9b3a-d1021b0fd26d,237,1230
119,f8a82e2b-675d-46f3-8363-ea897e185241,219,1234
120,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,1233
121,f8a82e2b-675d-46f3-8363-ea897e185241,217,1235
122,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,198,1232
123,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,1236
124,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,1237
125,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,1240
126,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1242
127,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1243
128,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,201,1239
129,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,211,1245
130,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,221,1246
131,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1247
132,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,1248
133,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,1250
134,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,1251
135,4303747d-e8f0-4966-9b3a-d1021b0fd26d,232,1238
136,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,224,1252
137,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,225,1253
138,6fdca44c-8c28-473b-9dc3-08d46245c6c3,217,1256
139,4303747d-e8f0-4966-9b3a-d1021b0fd26d,233,1254
140,f8a82e2b-675d-46f3-8363-ea897e185241,207,1260
141,0a1a12aa-ce49-4e1e-a9db-f75080d2d809,193,1259
142,f8a82e2b-675d-46f3-8363-ea897e185241,201,1261
143,f8a82e2b-675d-46f3-8363-ea897e185241,204,1263
144,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1264
145,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,1267
146,f8a82e2b-675d-46f3-8363-ea897e185241,208,1266
147,f8a82e2b-675d-46f3-8363-ea897e185241,209,1269
148,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1268
149,f8a82e2b-675d-46f3-8363-ea897e185241,209,1270
150,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1271
151,4303747d-e8f0-4966-9b3a-d1021b0fd26d,230,1262
152,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,225,1273
153,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,221,1275
154,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,1276
155,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,226,1277
156,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,229,1278
157,4303747d-e8f0-4966-9b3a-d1021b0fd26d,230,1274
158,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1279
159,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,1280
160,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,235,1282
161,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1284
162,4303747d-e8f0-4966-9b3a-d1021b0fd26d,232,1281
163,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,1285
164,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,226,1286
165,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1288
166,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,1289
167,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,1290
168,4303747d-e8f0-4966-9b3a-d1021b0fd26d,230,1287
169,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,1291
170,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,223,1292
171,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,1293
172,f8a82e2b-675d-46f3-8363-ea897e185241,216,1294
173,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,1295
174,f8a82e2b-675d-46f3-8363-ea897e185241,220,1297
175,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,1298
176,f8a82e2b-675d-46f3-8363-ea897e185241,218,1299
177,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,229,1300
178,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,1296
180,f8a82e2b-675d-46f3-8363-ea897e185241,212,1302
181,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,1301
182,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1304
185,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,225,1305
186,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,1306
187,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,222,1307
188,7e885d0c-2e7a-48e7-a332-f7f8ee02519f,198,1310
189,dfc7c200-90c5-4679-b11c-3ad6c6c85059,197,1314
190,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,1311
191,7e885d0c-2e7a-48e7-a332-f7f8ee02519f,186,1309
192,4303747d-e8f0-4966-9b3a-d1021b0fd26d,233,1316
193,dfc7c200-90c5-4679-b11c-3ad6c6c85059,207,1315
194,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,1317
195,4303747d-e8f0-4966-9b3a-d1021b0fd26d,227,1318
196,b8cc3059-09ab-448f-b158-77d6c08f07b6,206,1319
197,b8cc3059-09ab-448f-b158-77d6c08f07b6,203,1324
198,b6025c18-4b77-4951-aa92-a0f82b406acb,189,1323
199,4303747d-e8f0-4966-9b3a-d1021b0fd26d,224,1325
203,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,209,1308
200,b6025c18-4b77-4951-aa92-a0f82b406acb,178,1327
202,b8cc3059-09ab-448f-b158-77d6c08f07b6,213,7658
201,b8cc3059-09ab-448f-b158-77d6c08f07b6,213,7659
204,4303747d-e8f0-4966-9b3a-d1021b0fd26d,228,1328
205,b6025c18-4b77-4951-aa92-a0f82b406acb,187,1329
207,b6025c18-4b77-4951-aa92-a0f82b406acb,192,1331
208,b6025c18-4b77-4951-aa92-a0f82b406acb,195,1333
210,b6025c18-4b77-4951-aa92-a0f82b406acb,194,1334
211,b6025c18-4b77-4951-aa92-a0f82b406acb,199,1335
212,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,192,1332
213,b6025c18-4b77-4951-aa92-a0f82b406acb,197,1336
214,b6025c18-4b77-4951-aa92-a0f82b406acb,195,1338
215,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,186,1337
216,b6025c18-4b77-4951-aa92-a0f82b406acb,158,1322
217,b6025c18-4b77-4951-aa92-a0f82b406acb,174,1339
218,b6025c18-4b77-4951-aa92-a0f82b406acb,187,1340
219,b6025c18-4b77-4951-aa92-a0f82b406acb,190,1341
220,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,207,1342
221,b6025c18-4b77-4951-aa92-a0f82b406acb,201,1343
222,b6025c18-4b77-4951-aa92-a0f82b406acb,202,1344
223,b8cc3059-09ab-448f-b158-77d6c08f07b6,210,1330
224,9f688e90-581f-4522-a180-d4d45f3d5d7a,211,1346
226,35829e37-643a-4e03-b8db-917d1e31aa62,182,7660
225,35829e37-643a-4e03-b8db-917d1e31aa62,182,7661
229,35829e37-643a-4e03-b8db-917d1e31aa62,162,7662
228,35829e37-643a-4e03-b8db-917d1e31aa62,162,7663
230,35829e37-643a-4e03-b8db-917d1e31aa62,176,1350
231,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,203,1351
232,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,194,1352
233,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,196,1353
234,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,198,1354
235,35829e37-643a-4e03-b8db-917d1e31aa62,187,1355
236,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,203,1356
237,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,203,1357
238,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,206,1358
239,c57c0969-3245-41a8-9d66-9b076e58b172,189,1359
240,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,211,1361
241,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,214,1362
243,35829e37-643a-4e03-b8db-917d1e31aa62,197,1364
244,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,206,1363
245,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,169,1365
246,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,184,1366
247,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,193,1367
248,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,203,1368
249,35829e37-643a-4e03-b8db-917d1e31aa62,190,1369
250,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,213,1370
251,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,212,1371
252,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,206,1372
253,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,199,1373
254,f8a82e2b-675d-46f3-8363-ea897e185241,170,1374
255,f8a82e2b-675d-46f3-8363-ea897e185241,173,1375
256,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,197,1376
257,35829e37-643a-4e03-b8db-917d1e31aa62,197,1377
258,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,204,1378
